Time,Acceleration X (m/s^2),Acceleration Y (m/s^2),Acceleration Z (m/s^2),Magnetometer X (uTesla), Magnetometer Y (uTesla)  , Magnetometer Z (uTesla),Gyroscope X (radians/s), Gyroscope Y (radians/s), Gyroscope Z (radians/s)
2019-05-23-09:10:29.422463,0.311,-0.297,10.107,-0.300,-31.600,-21.000,-0.828,2.688,0.078
2019-05-23-09:10:29.528500,0.313,-0.309,10.122,-0.900,-30.800,-21.400,-1.008,2.828,-0.164
2019-05-23-09:10:29.634155,0.321,-0.311,10.117,-1.000,-29.700,-21.400,-0.867,3.008,0.148
2019-05-23-09:10:29.739763,0.318,-0.304,10.098,-0.900,-30.100,-21.300,-1.133,2.852,-0.148
2019-05-23-09:10:29.853910,0.301,-0.313,10.110,-0.700,-30.600,-21.300,-0.789,2.836,0.109
2019-05-23-09:10:29.963700,0.323,-0.309,10.119,-1.200,-29.800,-21.300,-0.977,2.750,0.016
2019-05-23-09:10:30.073437,0.330,-0.311,10.107,-1.400,-29.600,-21.900,-1.234,2.797,0.148
2019-05-23-09:10:30.183115,0.325,-0.306,10.122,-1.100,-31.100,-22.300,-0.617,2.758,0.156
2019-05-23-09:10:30.292734,0.323,-0.299,10.129,-1.900,-30.600,-23.200,-1.008,2.547,-0.102
2019-05-23-09:10:30.402270,0.321,-0.306,10.100,-1.400,-30.000,-21.500,-0.945,2.969,0.211
2019-05-23-09:10:30.511900,0.318,-0.313,10.124,0.100,-30.700,-21.200,-0.992,2.828,-0.234
2019-05-23-09:10:30.621564,0.304,-0.297,10.122,-1.200,-30.500,-21.900,-0.688,2.836,0.219
2019-05-23-09:10:30.731492,0.316,-0.318,10.117,-1.000,-30.000,-20.500,-0.828,2.711,0.188
2019-05-23-09:10:30.841074,0.316,-0.304,10.100,-1.700,-30.100,-20.600,-0.719,3.133,0.039
2019-05-23-09:10:30.950660,0.323,-0.313,10.134,-1.100,-29.800,-21.000,-0.789,2.797,0.016
2019-05-23-09:10:31.063690,0.311,-0.299,10.112,-2.000,-28.900,-21.200,-1.016,2.984,0.055
2019-05-23-09:10:31.173321,0.321,-0.290,10.126,-1.100,-29.800,-20.700,-1.406,2.781,-0.094
2019-05-23-09:10:31.282925,0.325,-0.313,10.117,-2.700,-29.900,-22.300,-1.164,2.742,-0.102
2019-05-23-09:10:31.392427,0.311,-0.304,10.119,-1.100,-30.300,-20.400,-0.781,2.953,-0.023
2019-05-23-09:10:31.502090,0.321,-0.304,10.081,-1.300,-30.200,-20.300,-1.234,2.672,0.062
2019-05-23-09:10:31.611826,0.306,-0.313,10.136,-1.600,-29.200,-21.100,-0.438,2.625,0.148
2019-05-23-09:10:31.721424,0.311,-0.309,10.114,-0.900,-29.800,-21.500,-1.000,2.469,0.031
2019-05-23-09:10:31.830920,0.318,-0.309,10.100,-0.800,-29.300,-20.300,-0.898,2.969,-0.008
2019-05-23-09:10:31.940813,0.318,-0.309,10.114,-0.400,-30.000,-21.200,-1.039,2.758,-0.008
2019-05-23-09:10:32.050534,0.311,-0.316,10.107,-2.600,-30.500,-22.000,-1.023,2.820,0.156
2019-05-23-09:10:32.160182,0.313,-0.316,10.100,-0.900,-31.200,-22.200,-0.680,2.797,0.172
2019-05-23-09:10:32.270135,0.306,-0.309,10.112,-1.700,-31.400,-21.500,-0.984,2.656,-0.125
2019-05-23-09:10:32.379706,0.330,-0.294,10.129,-1.500,-29.900,-21.100,-0.859,2.578,0.016
2019-05-23-09:10:32.489242,0.340,-0.304,10.102,-0.700,-29.100,-20.400,-0.359,2.852,-0.141
2019-05-23-09:10:32.598958,0.309,-0.306,10.122,-1.900,-30.600,-20.000,-1.117,2.414,-0.047
2019-05-23-09:10:32.708720,0.321,-0.297,10.100,-0.500,-30.200,-21.300,-1.328,2.633,0.008
2019-05-23-09:10:32.818378,0.323,-0.287,10.122,-2.300,-31.200,-20.800,-0.781,2.758,-0.102
2019-05-23-09:10:32.927919,0.333,-0.301,10.110,-0.100,-30.200,-21.200,-0.781,2.789,0.055
2019-05-23-09:10:33.037545,0.328,-0.287,10.129,-1.900,-30.200,-20.000,-0.570,2.602,0.031
2019-05-23-09:10:33.147455,0.318,-0.311,10.114,0.000,-30.200,-20.000,-0.266,2.594,0.008
2019-05-23-09:10:33.257195,0.321,-0.299,10.131,-2.500,-30.200,-19.700,-0.789,2.820,0.086
2019-05-23-09:10:33.366756,0.309,-0.304,10.114,-0.300,-30.500,-21.600,-0.617,2.992,0.125
2019-05-23-09:10:33.476685,0.318,-0.301,10.114,-1.800,-30.700,-20.800,-0.828,2.680,-0.148
2019-05-23-09:10:33.586464,0.321,-0.301,10.141,-1.100,-30.000,-22.200,-1.031,2.734,0.219
2019-05-23-09:10:33.696445,0.321,-0.297,10.112,-2.200,-30.400,-21.100,-1.094,2.531,0.039
2019-05-23-09:10:33.806059,0.328,-0.297,10.119,-0.900,-29.700,-21.900,-0.719,2.766,-0.070
2019-05-23-09:10:33.915553,0.325,-0.306,10.129,-1.700,-29.800,-20.500,-0.969,2.508,0.008
2019-05-23-09:10:34.025110,0.311,-0.299,10.129,-1.700,-30.200,-21.500,-0.766,2.906,-0.102
2019-05-23-09:10:34.134825,0.321,-0.309,10.136,-0.300,-31.000,-19.500,-0.891,2.570,-0.117
2019-05-23-09:10:34.246454,0.321,-0.292,10.114,-1.500,-30.200,-22.300,-1.273,2.844,0.078
2019-05-23-09:10:34.356537,0.316,-0.309,10.105,-2.100,-31.500,-21.900,-0.945,2.820,-0.117
2019-05-23-09:10:34.466165,0.323,-0.301,10.131,-1.100,-29.500,-21.500,-1.078,2.617,0.188
2019-05-23-09:10:34.575997,0.318,-0.299,10.107,-1.600,-30.900,-22.100,-0.898,2.898,0.148
2019-05-23-09:10:34.687317,0.328,-0.299,10.136,-0.500,-30.000,-20.300,-1.156,2.711,-0.117
2019-05-23-09:10:34.797319,0.318,-0.306,10.141,-1.000,-30.000,-20.800,-0.562,2.820,-0.180
2019-05-23-09:10:34.906934,0.321,-0.316,10.098,-0.900,-30.700,-20.300,-0.906,2.961,0.016
2019-05-23-09:10:35.016727,0.323,-0.309,10.110,-1.400,-29.100,-22.100,-1.203,2.805,0.008
2019-05-23-09:10:35.126633,0.313,-0.306,10.107,-0.800,-30.400,-22.000,-0.852,2.859,0.078
2019-05-23-09:10:35.236445,0.318,-0.318,10.117,-2.100,-30.600,-21.200,-0.969,2.711,-0.047
2019-05-23-09:10:35.345986,0.316,-0.313,10.138,-1.800,-30.200,-20.600,-0.680,2.734,0.156
2019-05-23-09:10:35.455441,0.333,-0.309,10.102,-1.800,-30.300,-20.800,-1.141,2.969,-0.047
2019-05-23-09:10:35.565351,0.328,-0.311,10.112,-0.500,-29.900,-21.300,-1.352,2.609,-0.008
2019-05-23-09:10:35.674972,0.318,-0.309,10.107,-1.500,-30.700,-20.700,-1.211,2.758,0.125
2019-05-23-09:10:35.784680,0.335,-0.301,10.117,-0.500,-30.000,-21.300,-0.867,2.695,-0.203
2019-05-23-09:10:35.894721,0.323,-0.301,10.110,-1.200,-29.500,-19.800,-0.906,2.945,0.133
2019-05-23-09:10:36.004420,0.333,-0.311,10.126,-1.000,-30.000,-20.800,-0.828,2.781,-0.141
2019-05-23-09:10:36.114251,0.333,-0.306,10.117,-1.300,-29.900,-20.400,-1.023,2.781,-0.078
2019-05-23-09:10:36.224051,0.337,-0.287,10.105,-0.400,-29.300,-20.800,-0.641,2.922,0.125
2019-05-23-09:10:36.333707,0.321,-0.313,10.119,-1.200,-30.500,-21.700,-1.047,2.930,-0.078
2019-05-23-09:10:36.443240,0.318,-0.297,10.122,-0.800,-29.900,-20.200,-0.820,3.031,0.016
2019-05-23-09:10:36.552902,0.309,-0.313,10.107,-1.000,-29.500,-19.900,-0.734,2.711,0.133
2019-05-23-09:10:36.665583,0.316,-0.321,10.107,0.000,-29.800,-21.400,-0.820,2.586,-0.047
2019-05-23-09:10:36.775448,0.318,-0.309,10.119,-0.500,-29.700,-20.700,-0.625,2.562,-0.023
2019-05-23-09:10:36.885011,0.325,-0.297,10.102,-0.800,-30.000,-20.400,-0.797,2.539,-0.102
2019-05-23-09:10:36.994678,0.321,-0.306,10.131,-1.300,-30.400,-21.900,-0.992,2.492,0.016
2019-05-23-09:10:37.104721,0.316,-0.290,10.134,-0.500,-29.600,-21.800,-0.656,2.742,-0.023
2019-05-23-09:10:37.214432,0.311,-0.299,10.112,-1.100,-30.800,-20.100,-0.992,3.062,-0.211
2019-05-23-09:10:37.324052,0.318,-0.297,10.117,-1.300,-30.800,-21.900,-0.641,2.648,0.367
2019-05-23-09:10:37.433611,0.309,-0.309,10.098,-1.100,-28.900,-22.100,-0.859,2.844,0.125
2019-05-23-09:10:37.543225,0.321,-0.304,10.124,-0.300,-29.700,-22.100,-0.977,2.898,0.266
2019-05-23-09:10:37.652767,0.325,-0.297,10.117,-0.300,-31.500,-20.600,-0.562,2.805,-0.125
2019-05-23-09:10:37.762393,0.318,-0.304,10.122,-1.400,-31.200,-20.100,-0.930,2.906,0.086
2019-05-23-09:10:37.875265,0.318,-0.292,10.107,-0.700,-30.400,-18.700,-0.914,2.766,-0.031
2019-05-23-09:10:37.984964,0.311,-0.306,10.124,-1.200,-29.900,-20.900,-0.961,2.609,-0.094
2019-05-23-09:10:38.094771,0.330,-0.318,10.122,-1.600,-30.900,-20.800,-1.047,2.820,0.188
2019-05-23-09:10:38.204423,0.304,-0.316,10.102,-0.900,-30.800,-20.100,-1.328,2.820,-0.070
2019-05-23-09:10:38.314466,0.337,-0.304,10.086,-1.400,-30.600,-21.200,-0.992,2.664,0.078
2019-05-23-09:10:38.424163,0.340,-0.309,10.134,-1.300,-29.200,-20.900,-1.016,2.820,-0.250
2019-05-23-09:10:38.533983,0.311,-0.299,10.107,-1.200,-30.100,-21.100,-1.188,2.719,-0.297
2019-05-23-09:10:38.643837,0.323,-0.301,10.091,-1.000,-31.200,-20.000,-0.695,2.648,-0.148
2019-05-23-09:10:38.753572,0.328,-0.313,10.117,-1.300,-31.300,-21.000,-1.133,2.586,-0.141
2019-05-23-09:10:38.863127,0.325,-0.299,10.112,-0.700,-30.400,-21.100,-0.898,2.797,0.055
2019-05-23-09:10:38.972700,0.313,-0.306,10.155,-1.400,-30.200,-20.500,-0.906,2.758,0.031
2019-05-23-09:10:39.082594,0.323,-0.309,10.114,-0.400,-30.200,-21.000,-0.609,2.797,-0.148
2019-05-23-09:10:39.192332,0.311,-0.306,10.114,-1.800,-31.500,-21.100,-0.852,2.727,0.195
2019-05-23-09:10:39.302102,0.313,-0.321,10.110,-1.200,-29.800,-20.700,-0.680,2.633,-0.008
2019-05-23-09:10:39.411606,0.328,-0.294,10.126,-0.900,-30.000,-21.400,-1.195,2.500,0.031
2019-05-23-09:10:39.521532,0.321,-0.299,10.122,0.300,-30.700,-20.900,-0.773,2.719,-0.164
2019-05-23-09:10:39.631266,0.325,-0.292,10.122,-1.000,-30.700,-21.000,-0.969,2.883,-0.344
2019-05-23-09:10:39.741100,0.313,-0.299,10.134,-0.300,-29.600,-20.200,-0.945,2.766,-0.055
2019-05-23-09:10:39.850751,0.325,-0.299,10.112,-1.400,-30.600,-19.800,-0.688,2.812,0.016
2019-05-23-09:10:39.960357,0.304,-0.325,10.100,-0.400,-30.600,-20.200,-1.078,2.664,0.188
2019-05-23-09:10:40.070122,0.328,-0.311,10.114,-2.000,-31.400,-19.700,-0.906,2.797,0.156
2019-05-23-09:10:40.179696,0.321,-0.304,10.134,-0.100,-31.300,-20.400,-0.906,2.883,0.133
2019-05-23-09:10:40.289554,0.337,-0.294,10.131,-1.700,-30.600,-21.100,-0.906,2.945,0.148
2019-05-23-09:10:40.399114,0.321,-0.316,10.129,-0.300,-30.400,-20.400,-1.047,2.734,0.016
2019-05-23-09:10:40.508633,0.321,-0.313,10.105,-0.600,-30.700,-20.000,-0.781,2.477,-0.094
2019-05-23-09:10:40.618397,0.309,-0.301,10.143,-0.500,-29.500,-20.000,-0.945,2.570,-0.031
2019-05-23-09:10:40.728386,0.321,-0.306,10.131,-0.700,-31.900,-21.300,-0.805,2.680,-0.047
2019-05-23-09:10:40.837948,0.323,-0.299,10.105,-0.500,-30.800,-21.200,-1.148,2.758,0.195
2019-05-23-09:10:40.947463,0.328,-0.309,10.117,-1.200,-31.400,-19.800,-0.875,2.867,-0.023
2019-05-23-09:10:41.057104,0.335,-0.311,10.131,-1.000,-30.800,-20.700,-0.805,2.766,-0.078
2019-05-23-09:10:41.166713,0.323,-0.313,10.117,0.100,-29.800,-21.500,-0.898,2.742,-0.148
2019-05-23-09:10:41.276393,0.337,-0.306,10.150,-1.500,-30.900,-20.500,-0.984,3.047,0.148
2019-05-23-09:10:41.385918,0.342,-0.316,10.083,0.000,-29.700,-21.500,-1.391,2.812,0.039
2019-05-23-09:10:41.495843,0.330,-0.297,10.143,-1.700,-30.500,-20.600,-0.539,2.812,0.125
2019-05-23-09:10:41.605551,0.318,-0.313,10.158,-0.500,-30.100,-20.200,-1.148,2.711,0.219
2019-05-23-09:10:41.715117,0.342,-0.309,10.071,-2.000,-30.700,-19.800,-1.148,2.812,0.102
2019-05-23-09:10:41.824749,0.330,-0.304,10.126,-0.700,-30.600,-20.700,-0.922,2.898,0.219
2019-05-23-09:10:41.935314,0.342,-0.306,10.098,-1.700,-31.000,-19.900,-1.180,2.781,-0.164
2019-05-23-09:10:42.045222,0.311,-0.299,10.134,-0.800,-30.400,-20.800,-0.969,2.758,0.242
2019-05-23-09:10:42.154967,0.330,-0.301,10.146,-2.200,-30.900,-19.800,-0.641,2.859,0.258
2019-05-23-09:10:42.264762,0.311,-0.294,10.134,-0.700,-30.100,-19.600,-0.820,2.734,-0.008
2019-05-23-09:10:42.374347,0.337,-0.316,10.091,-0.800,-30.300,-20.900,-1.164,2.766,-0.211
2019-05-23-09:10:42.484004,0.325,-0.311,10.129,-0.100,-30.800,-21.200,-0.805,2.734,-0.031
2019-05-23-09:10:42.602952,0.316,-0.301,10.117,-0.500,-30.600,-21.500,-1.188,2.820,-0.125
2019-05-23-09:10:42.712869,0.330,-0.304,10.114,-0.200,-30.200,-19.700,-1.000,2.734,0.039
2019-05-23-09:10:42.822466,0.316,-0.311,10.100,-0.600,-30.700,-21.200,-1.406,2.562,0.133
2019-05-23-09:10:42.932043,0.330,-0.304,10.095,-1.500,-30.300,-20.300,-0.945,2.977,-0.305
2019-05-23-09:10:43.041832,0.321,-0.309,10.122,0.000,-30.500,-20.600,-0.922,2.867,-0.031
2019-05-23-09:10:43.151823,0.337,-0.304,10.114,-1.000,-31.400,-20.800,-0.914,2.758,-0.047
2019-05-23-09:10:43.261481,0.337,-0.328,10.102,0.300,-30.800,-21.800,-0.781,2.734,0.258
2019-05-23-09:10:43.371018,0.325,-0.287,10.146,-1.500,-29.900,-20.800,-0.781,3.109,-0.008
2019-05-23-09:10:43.480566,0.323,-0.301,10.114,-0.900,-30.400,-20.400,-0.531,2.820,0.172
2019-05-23-09:10:43.590269,0.311,-0.313,10.098,-1.000,-30.400,-18.700,-0.961,2.656,-0.055
2019-05-23-09:10:43.700186,0.325,-0.316,10.119,-0.200,-30.900,-22.100,-0.992,2.891,-0.047
2019-05-23-09:10:43.809823,0.316,-0.306,10.136,-0.700,-30.000,-19.900,-0.961,2.867,-0.008
2019-05-23-09:10:43.919776,0.316,-0.299,10.114,-1.500,-31.300,-19.600,-0.703,2.781,-0.148
2019-05-23-09:10:44.029519,0.325,-0.306,10.093,-0.300,-30.800,-20.800,-0.680,2.797,-0.078
2019-05-23-09:10:44.139346,0.323,-0.294,10.131,-1.300,-30.000,-19.200,-1.398,2.914,-0.102
2019-05-23-09:10:44.249086,0.333,-0.287,10.148,-1.500,-29.900,-21.700,-0.641,2.883,0.258
2019-05-23-09:10:44.359048,0.313,-0.306,10.131,-1.000,-30.800,-20.600,-1.047,2.625,-0.008
2019-05-23-09:10:44.468690,0.330,-0.297,10.136,-0.600,-29.800,-20.300,-0.922,2.664,0.148
2019-05-23-09:10:44.578426,0.330,-0.297,10.129,-1.400,-31.600,-21.600,-0.648,2.594,-0.055
2019-05-23-09:10:44.687972,0.328,-0.316,10.117,-0.600,-31.200,-21.500,-0.789,2.672,0.102
2019-05-23-09:10:44.797545,0.328,-0.287,10.141,-1.700,-29.800,-20.900,-0.750,2.719,-0.031
2019-05-23-09:10:44.907312,0.323,-0.299,10.117,-0.600,-29.700,-22.600,-1.016,2.953,-0.031
2019-05-23-09:10:45.016970,0.330,-0.306,10.114,-2.500,-30.700,-20.700,-0.883,2.773,0.148
2019-05-23-09:10:45.126958,0.340,-0.311,10.146,-0.700,-30.200,-22.100,-0.852,2.844,-0.047
2019-05-23-09:10:45.236794,0.335,-0.309,10.067,-1.000,-31.400,-20.800,-1.000,2.984,0.125
2019-05-23-09:10:45.346491,0.316,-0.301,10.114,-1.300,-31.000,-20.300,-0.781,2.758,-0.188
2019-05-23-09:10:45.456012,0.337,-0.304,10.119,-1.000,-31.300,-19.700,-0.789,2.883,0.172
2019-05-23-09:10:45.565941,0.335,-0.297,10.114,-0.600,-30.500,-22.000,-1.297,2.875,0.102
2019-05-23-09:10:45.675530,0.323,-0.316,10.134,-1.700,-29.800,-19.200,-0.422,2.883,0.016
2019-05-23-09:10:45.785151,0.325,-0.321,10.095,-0.700,-29.700,-20.700,-0.875,2.805,-0.320
2019-05-23-09:10:45.894745,0.328,-0.323,10.126,-2.000,-31.200,-21.100,-0.992,2.664,0.211
2019-05-23-09:10:46.004341,0.330,-0.297,10.074,-1.500,-29.900,-21.000,-0.766,2.828,-0.180
2019-05-23-09:10:46.114122,0.323,-0.318,10.124,-1.600,-30.800,-22.300,-1.297,2.875,0.234
2019-05-23-09:10:46.223878,0.323,-0.297,10.131,0.100,-30.700,-20.800,-1.094,2.977,-0.023
2019-05-23-09:10:46.333921,0.333,-0.287,10.155,-1.500,-30.100,-20.600,-0.578,2.953,-0.117
2019-05-23-09:10:46.443621,0.328,-0.299,10.107,-0.300,-30.600,-20.400,-0.984,2.891,-0.008
2019-05-23-09:10:46.553317,0.309,-0.311,10.114,-1.700,-31.600,-19.200,-0.773,2.711,-0.094
2019-05-23-09:10:46.662849,0.333,-0.299,10.122,-0.500,-30.700,-19.800,-1.195,2.734,0.086
2019-05-23-09:10:46.772721,0.330,-0.306,10.138,-0.200,-30.800,-20.300,-0.961,2.766,-0.008
2019-05-23-09:10:46.882285,0.318,-0.304,10.136,-1.800,-30.600,-19.300,-0.680,2.773,0.133
2019-05-23-09:10:46.991932,0.323,-0.306,10.117,-1.200,-31.100,-18.900,-0.945,2.695,-0.008
2019-05-23-09:10:47.101641,0.325,-0.309,10.088,-1.500,-30.600,-21.100,-0.469,2.641,0.195
2019-05-23-09:10:47.211246,0.337,-0.294,10.129,-1.000,-30.000,-20.000,-0.695,2.914,-0.031
2019-05-23-09:10:47.320754,0.321,-0.311,10.129,-1.300,-30.000,-19.600,-0.969,2.711,-0.078
2019-05-23-09:10:47.430279,0.323,-0.309,10.110,0.500,-31.200,-20.300,-0.836,2.703,0.055
2019-05-23-09:10:47.540352,0.316,-0.301,10.119,-1.500,-31.100,-20.200,-0.703,2.711,-0.344
2019-05-23-09:10:47.650017,0.323,-0.311,10.129,-0.900,-30.300,-20.500,-1.234,2.617,0.195
2019-05-23-09:10:47.759612,0.345,-0.321,10.122,-1.900,-31.000,-19.600,-1.016,2.852,-0.047
2019-05-23-09:10:47.869105,0.323,-0.311,10.079,-0.400,-30.600,-21.400,-0.875,2.930,0.078
